,Height,Label,Score,Width,filenames,x,y
2114,738,eyeball,0.2748,1089,Person12_11,1141,1268
2115,1440,pinkCandle,0.29146,294,Person12_11,4476,1129
2116,2063,pumpkinNotes,0.28861,2005,Person12_11,3197,1060
2117,2005,sign,0.35226,1245,Person12_11,1780,1464
2118,1210,eyeball,0.483,934,Person12_5,1901,1717
2119,1210,yellowBag,0.25604,2316,Person12_5,2886,2258
2120,415,cloudSign,0.2986,450,Person12_15,2472,81
2121,1118,eyeball,0.4521,1590,Person12_15,1608,1291
2122,1164,redWhistle,0.31681,1884,Person12_15,1798,1498
2123,496,lavenderDie,0.30719,571,Person12_15,2126,1602
2124,2673,yellowBag,0.25545,3232,Person12_15,18,519
2125,810,cupcakePaper,0.25454,1320,Person20_13,1200,996
2126,1014,sign,0.45905,614,Person20_13,14,6
2127,1008,yellowBag,0.28036,2107,Person20_13,1907,798
2128,954,cupcakePaper,0.28019,1214,Person20_8,2800,852
2129,990,partyFavor,0.28026999999999996,1867,Person20_8,67,216
2130,1062,sign,0.40486,667,Person20_8,94,744
2131,258,lavenderDie,0.45306,347,Person20_8,1667,840
2132,636,pinkCandle,0.36622,454,Person20_6,1907,516
2133,1680,sign,0.5159699999999999,1040,Person20_6,1627,6
2134,1548,silverStraw,0.25432,1947,Person20_6,1147,48
2135,942,cupcakePaper,0.27362,1467,Person20_7,1987,360
2136,564,pinkCandle,0.57247,560,Person20_7,1867,678
2137,1656,sign,0.6203,1120,Person20_7,1587,120
2138,996,birdCall,0.28369,1800,Person20_12,1534,72
2139,906,cupcakePaper,0.30955,1894,Person20_12,1774,900
2140,330,eyeball,0.34252,960,Person20_12,1640,1314
2141,636,metalKey,0.27593,1667,Person20_12,1880,642
2142,888,partyFavor,0.34884,1387,Person20_12,2587,6
2143,588,pinkCandle,0.26108000000000003,400,Person20_12,2214,798
2144,384,blueSunglasses,0.26297,1494,Person20_12,1974,126
2145,402,eyeball,0.4643,1027,Person20_14,2774,516
2146,294,lavenderDie,0.28911,534,Person20_14,3000,558
2147,606,pinkCandle,0.38569000000000003,494,Person20_5,187,1050
2148,1422,sign,0.44627,1174,Person20_5,1267,6
2149,708,cloudSign,0.28393,1374,Person20_17,880,6
2150,390,eyeball,0.30587,1107,Person20_17,1574,6
2151,618,pinkCandle,0.34115999999999996,427,Person20_17,1360,1170
2152,1572,sign,0.5408,1187,Person20_17,987,162
2153,900,birdCall,0.27623000000000003,1707,Person20_21,1574,6
2154,774,cloudSign,0.34664,1467,Person20_21,1680,696
2155,612,metalKey,0.34349,1560,Person20_21,800,264
2156,660,pinkCandle,0.29318,387,Person20_21,2240,900
2157,1416,sign,0.43709,1720,Person20_21,707,6
2158,1050,birdCall,0.41013999999999995,1774,Person20_4,974,426
2159,768,pinkCandle,0.31856999999999996,574,Person20_4,147,60
2160,1074,sign,0.45598,1254,Person20_4,2374,6
2161,744,birdCall,0.26087,1414,Person20_20,867,714
2162,912,cloudSign,0.33883,1267,Person20_20,2640,234
2163,1068,partyFavor,0.28617,1560,Person20_20,774,180
2164,672,pinkCandle,0.36733000000000005,387,Person20_20,3067,1134
2165,972,pumpkinNotes,0.5027,1734,Person20_20,694,732
2166,408,blueSunglasses,0.30954,1294,Person20_20,2640,498
2167,750,hairClip,0.35131,1320,Person20_20,2640,348
2168,1002,yellowBag,0.28236999999999995,1840,Person20_20,654,804
2169,792,cloudSign,0.36524,1214,Person20_26,1254,678
2170,510,pinkCandle,0.39021,374,Person20_26,1387,1296
2171,1314,sign,0.39383,1120,Person20_26,2440,294
2172,426,blueSunglasses,0.29496999999999995,1254,Person20_26,947,1002
2173,348,lavenderDie,0.49051999999999996,387,Person20_26,787,264
2174,774,cloudSign,0.32506,1187,Person20_15,960,432
2175,684,pinkCandle,0.29586999999999997,387,Person20_15,1360,240
2176,1236,sign,0.59085,1200,Person20_15,1827,6
2177,1566,silverStraw,0.2731,1827,Person20_15,1760,36
2178,834,cloudSign,0.31573,1334,Person20_16,40,150
2179,690,pinkCandle,0.33483,627,Person20_16,2120,108
2180,1440,sign,0.6389600000000001,934,Person20_16,2827,366
2181,1632,silverStraw,0.29736,2174,Person20_16,200,132
2182,624,cloudSign,0.42433000000000004,960,Person20_24,1947,6
2183,684,pinkCandle,0.38411999999999996,374,Person20_24,2507,366
2184,1524,sign,0.49285,880,Person20_24,2280,282
2185,690,cloudSign,0.49962,1360,Person20_22,587,6
2186,762,partyFavor,0.44261000000000006,1680,Person20_22,440,6
2187,1278,pumpkinNotes,0.35725999999999997,1907,Person20_22,1747,318
2188,678,redWhistle,0.37389,1360,Person20_22,1747,6
2189,1482,sign,0.58662,1240,Person20_22,960,324
2190,780,hairClip,0.44845,1200,Person20_22,974,198
2191,828,cupcakePaper,0.2853,1627,Person20_2,1894,6
2192,780,pinkCandle,0.26734,307,Person20_2,854,6
2193,1038,sign,0.59973,1320,Person20_2,347,6
2194,1068,yellowBag,0.25659,2574,Person20_2,1134,6
2195,978,canadaPencil,0.27835,1707,Person20_9,1014,828
2196,984,cloudSign,0.287,1480,Person20_9,1694,714
2197,888,cupcakePaper,0.28831,1400,Person20_9,2307,6
2198,444,pinkCandle,0.46843999999999997,400,Person20_9,1667,1362
2199,1584,sign,0.4526,1094,Person20_9,2454,222
2200,984,birdCall,0.27934000000000003,1547,Person20_29,1374,462
2201,870,cloudSign,0.47791999999999996,1400,Person20_29,1160,912
2202,738,partyFavor,0.285,1600,Person20_29,1334,996
2203,612,pinkCandle,0.31925,374,Person20_29,1947,138
2204,1590,sign,0.32237,614,Person20_29,1000,156
2205,438,blueSunglasses,0.3405,1320,Person20_29,1480,354
2206,702,cloudSign,0.37611999999999995,1254,Person20_19,360,84
2207,456,eyeball,0.2795,987,Person20_19,1654,348
2208,942,sign,0.43861999999999995,840,Person20_19,867,6
2209,1092,birdCall,0.30625,1640,Person20_23,1040,24
2210,816,cloudSign,0.37394,1534,Person20_23,507,294
2211,852,partyFavor,0.45477,1814,Person20_23,374,6
2212,1260,pumpkinNotes,0.47986,2734,Person20_23,1280,6
2213,750,redWhistle,0.45557,1334,Person20_23,2027,186
2214,1314,sign,0.6360399999999999,1320,Person20_23,1200,492
2215,750,hairClip,0.37548000000000004,1094,Person20_23,1027,216
2216,1116,yellowBag,0.27182,2054,Person20_23,14,660
2217,1092,birdCall,0.3249,1694,Person20_28,1014,24
2218,660,cloudSign,0.40862,1187,Person20_28,1280,1014
2219,780,partyFavor,0.25311,1547,Person20_28,1067,6
2220,648,pinkCandle,0.38301,454,Person20_28,1920,516
2221,780,redWhistle,0.3768,1400,Person20_28,1134,180
2222,1422,sign,0.36265,1360,Person20_28,1480,114
2223,450,blueSunglasses,0.36265,1694,Person20_28,1294,1242
2224,690,cloudSign,0.42281,827,Person20_18,1134,864
2225,480,pinkCandle,0.29361,360,Person20_18,2267,204
2226,1248,sign,0.33781,920,Person20_18,2254,558
2227,738,birdCall,0.32576,1880,Person20_25,920,1068
2228,1548,canadaPencil,0.27021999999999996,1840,Person20_25,960,258
2229,654,cloudSign,0.40092,1000,Person20_25,1920,6
2230,582,pinkCandle,0.31401999999999997,280,Person20_25,2560,282
2231,1656,sign,0.5108699999999999,907,Person20_25,2254,6
2232,1038,cupcakePaper,0.34026999999999996,1840,Person20_1,1800,570
2233,606,pinkCandle,0.25779,600,Person20_1,1574,528
2234,1176,birdCall,0.30937,1840,Person20_27,920,6
2235,762,cloudSign,0.34904,1307,Person20_27,1200,954
2236,552,pinkCandle,0.46468000000000004,347,Person20_27,1947,564
2237,1572,sign,0.6876800000000001,1294,Person20_27,1214,36
2238,396,blueSunglasses,0.25899,1147,Person20_27,1280,1278
2239,1500,canadaPencil,0.29402,1707,Person20_10,1014,306
2240,648,cloudSign,0.29504,1360,Person20_10,1720,870
2241,906,cupcakePaper,0.30817,1680,Person20_10,1027,756
2242,480,eyeball,0.26008000000000003,1107,Person20_10,1880,978
2243,492,pinkCandle,0.33851,520,Person20_10,1614,840
2244,1338,sign,0.4735,1094,Person20_10,2454,6
2245,1068,vancouverCards,0.28631,2227,Person20_10,747,738
2246,1710,birdCall,0.58792,1787,Person3_23,1534,310
2247,1030,cloudSign,0.32756,1374,Person3_23,1454,1510
2248,820,eyeball,0.30633,1240,Person3_23,1800,1000
2249,1890,pumpkinNotes,0.70289,2120,Person3_23,1387,440
2250,510,blueSunglasses,0.33585,1254,Person3_23,1800,910
2251,1370,stickerBox,0.39011,1080,Person3_23,2174,720
2252,1460,birdCall,0.39719,1854,Person3_12,1494,10
2253,1770,cloudSign,0.38592,1934,Person3_12,894,490
2254,2140,cupcakePaper,0.38240999999999997,1454,Person3_12,560,100
2255,660,eyeball,0.40997,1374,Person3_12,867,1910
2256,2300,paperPlate,0.28676999999999997,3267,Person3_12,14,710
2257,1030,pinkCandle,0.30196,320,Person3_12,2547,440
2258,610,blueSunglasses,0.41026,1347,Person3_12,2320,860
2259,1100,hairClip,0.26548,947,Person3_12,2254,640
2260,1610,stickerBox,0.29971,1307,Person3_12,2080,170
2261,2947,pumpkinNotes,0.26936,1450,Person3_21,660,1067
2262,1260,birdCall,0.34653,1507,Person3_15,1947,10
2263,660,eyeball,0.27228,574,Person3_15,2707,210
2264,930,pinkCandle,0.26637,467,Person3_15,2454,1560
2265,1910,pumpkinNotes,0.55288,2080,Person3_15,254,1070
2266,2120,yellowBalloon,0.28071999999999997,2214,Person3_15,174,890
2267,400,blueSunglasses,0.25663,1027,Person3_15,2200,1820
2268,480,lavenderDie,0.33686,427,Person3_15,2480,1360
2269,2000,yellowBag,0.3968,2240,Person3_15,160,1010
2270,2160,canadaPencil,0.57062,2494,Person3_8,894,850
2271,2440,noisemaker,0.7107,3214,Person3_8,520,570
2272,1650,pumpkinNotes,0.27319,1840,Person3_8,1507,10
2273,1240,sign,0.27834000000000003,760,Person3_8,2054,1770
2274,640,blueSunglasses,0.41467,1560,Person3_8,1347,420
2275,1550,stickerBox,0.40867,1160,Person3_8,1854,10
2276,1680,birdCall,0.28158,1734,Person3_9,720,530
2277,1460,cloudSign,0.33221,1094,Person3_9,1574,230
2278,970,eyeball,0.42222,1000,Person3_9,1360,460
2279,2170,noisemaker,0.37371,2400,Person3_9,1614,720
2280,1050,pinkCandle,0.2778,494,Person3_9,3040,1510
2281,1380,pumpkinNotes,0.68924,1654,Person3_9,1014,1110
2282,1370,sign,0.28804,1040,Person3_9,1054,1640
2283,1900,yellowBag,0.27636,2307,Person3_9,694,860
2284,2750,pumpkinNotes,0.36741,2414,Person3_18,360,10
2285,2090,yellowBalloon,0.42673,2174,Person3_18,494,330
2286,2330,yellowBag,0.46431999999999995,2334,Person3_18,400,210
2287,990,cloudSign,0.28046,680,Person3_10,894,1080
2288,670,eyeball,0.32524000000000003,760,Person3_10,1760,220
2289,1590,noisemaker,0.50913,2480,Person3_10,1534,770
2290,1160,redWhistle,0.54735,1560,Person3_10,454,1000
2291,1190,cloudSign,0.28334000000000004,1427,Person3_24,1120,1820
2292,700,eyeball,0.28219,800,Person3_24,307,10
2293,800,pinkCandle,0.25193000000000004,254,Person3_24,574,2210
2294,1210,redWhistle,0.35045,1267,Person3_24,2360,780
2295,440,blueSunglasses,0.27786,1160,Person3_24,2720,1370
2296,590,eyeball,0.37526,947,Person3_19,1360,1100
2297,2340,pumpkinNotes,0.41148,1880,Person3_19,907,670
2298,2640,yellowBalloon,0.4507,2334,Person3_19,987,370
2299,430,lavenderDie,0.34210999999999997,400,Person3_19,1360,1150
2300,2090,yellowBag,0.62856,2614,Person3_19,840,920
2301,1290,birdCall,0.32259,1520,Person3_4,1107,10
2302,1270,cloudSign,0.37193000000000004,974,Person3_4,1374,10
2303,650,eyeball,0.41266,1480,Person3_4,1120,1100
2304,970,metalKey,0.26193,1640,Person3_4,747,50
2305,1670,pumpkinNotes,0.26509,1867,Person3_4,920,760
2306,1800,sign,0.30701999999999996,1414,Person3_4,1414,10
2307,2120,trophy,0.4341,1654,Person3_4,1320,330
2308,1860,yellowBalloon,0.30227,1534,Person3_4,1107,650
2309,520,blueSunglasses,0.3394,1267,Person3_4,1227,280
2310,2080,birdCall,0.49945,1894,Person3_5,627,120
2311,1170,cloudSign,0.36098,867,Person3_5,1414,1220
2312,770,eyeball,0.35243,960,Person3_5,1387,380
2313,880,pinkCandle,0.26736,534,Person3_5,1307,2010
2314,1780,pumpkinNotes,0.41581,2360,Person3_5,667,920
2315,2880,sign,0.51736,1800,Person3_5,1240,130
2316,710,blueSunglasses,0.29488000000000003,1174,Person3_5,1267,1450
2317,1480,birdCall,0.39545,1494,Person3_14,2254,640
2318,1220,cloudSign,0.39795,760,Person3_14,2600,980
2319,830,eyeball,0.33346,974,Person3_14,2520,770
2320,730,pinkCandle,0.26297,267,Person3_14,2280,10
2321,1710,pumpkinNotes,0.47546000000000005,1880,Person3_14,614,730
2322,2160,sign,0.26071,814,Person3_14,2587,850
2323,200,blueSunglasses,0.27149,680,Person3_14,1800,420
2324,1090,hairClip,0.34457,1360,Person3_14,2320,670
2325,1290,stickerBox,0.47973000000000005,1427,Person3_14,854,970
2326,1690,birdCall,0.51869,1840,Person3_7,1227,320
2327,2800,canadaPencil,0.37861999999999996,1187,Person3_7,440,160
2328,920,cloudSign,0.39257,707,Person3_7,1774,1110
2329,760,eyeball,0.3002,1027,Person3_7,1894,160
2330,1870,pumpkinNotes,0.8079999999999999,1547,Person3_7,1374,230
2331,1420,stickerBox,0.47361000000000003,1147,Person3_7,1560,470
2332,1470,birdCall,0.5091600000000001,1140,Person3_1,830,860
2333,930,cloudSign,0.34633,650,Person3_1,1070,1120
2334,480,eyeball,0.40703,660,Person3_1,1260,1370
2335,1820,pumpkinNotes,0.53835,1300,Person3_1,750,470
2336,1050,hairClip,0.31679,860,Person3_1,960,890
2337,460,lavenderDie,0.59546,320,Person3_1,2090,1380
2338,1560,stickerBox,0.3109,860,Person3_1,960,840
2339,142,birdCall,0.27624,101,Person3_25,',0
2340,1310,cloudSign,0.36457,1280,Person3_11,934,80
2341,1250,eyeball,0.29203,827,Person3_11,854,140
2342,950,pinkCandle,0.35257,267,Person3_11,2280,60
2343,1430,birdCall,0.63393,1440,Person3_2,1134,1100
2344,710,eyeball,0.36124,854,Person3_2,14,1270
2345,2460,pumpkinNotes,0.52693,2400,Person3_2,654,550
2346,1700,yellowBalloon,0.40288,2267,Person3_2,747,730
2347,1110,hairClip,0.30374,960,Person3_2,14,1280
2348,460,lavenderDie,0.43727,387,Person3_2,3374,1580
2349,1680,yellowBag,0.389,1947,Person3_2,1160,1330
2350,1850,birdCall,0.4686,1907,Person3_13,2040,450
2351,970,cloudSign,0.31616,960,Person3_13,534,1320
2352,880,eyeball,0.31340999999999997,1640,Person3_13,454,970
2353,1940,pumpkinNotes,0.2717,2000,Person3_13,854,830
2354,590,blueSunglasses,0.26315,1227,Person3_13,974,1500
2355,500,lavenderDie,0.32174,534,Person3_13,3267,910
2356,2510,pumpkinNotes,0.42836,2360,Person3_20,947,320
2357,2620,yellowBalloon,0.60315,2680,Person3_20,534,60
2358,440,lavenderDie,0.33136,374,Person3_20,1667,520
2359,1880,yellowBag,0.6399100000000001,2067,Person3_20,840,450
2360,1080,cloudSign,0.40703,1054,Person3_22,1614,1060
2361,1450,cupcakePaper,0.2637,1814,Person3_22,1240,660
2362,880,eyeball,0.26209,974,Person3_22,1107,960
2363,1180,redWhistle,0.5395,1374,Person3_22,1734,1000
2364,650,blueSunglasses,0.41395,1440,Person3_22,1147,850
2365,1130,hairClip,0.36658,1107,Person3_22,1307,420
2366,2230,yellowBag,0.33334,1947,Person3_22,14,40
2367,860,cloudSign,0.32366999999999996,760,Person3_16,320,1360
2368,610,eyeball,0.31523,854,Person3_16,587,660
2369,380,lavenderDie,0.2778,320,Person3_16,547,1810
2370,2070,yellowBag,0.39824,2387,Person3_16,1227,790
2371,1490,birdCall,0.26361999999999997,1507,Person3_17,827,1280
2372,2230,pumpkinNotes,0.37624,2067,Person3_17,827,670
2373,2470,yellowBalloon,0.39824,2054,Person3_17,560,130
2374,2060,yellowBag,0.62798,2374,Person3_17,387,350
2375,1960,pumpkinNotes,0.48918999999999996,1774,Person3_6,947,400
2376,1710,yellowBag,0.32924000000000003,1854,Person3_6,934,530
2377,1660,birdCall,0.48527,1480,Person3_3,840,330
2378,900,cloudSign,0.30161,827,Person3_3,1454,1120
2379,850,eyeball,0.4294,694,Person3_3,2654,980
2380,1090,pinkCandle,0.42644,440,Person3_3,1347,840
2381,2120,pumpkinNotes,0.29031999999999997,1547,Person3_3,1067,330
2382,2620,sign,0.43718,2027,Person3_3,560,70
2383,440,blueSunglasses,0.33621,1200,Person3_3,987,1380
2384,580,lavenderDie,0.33826999999999996,534,Person3_3,2720,1090
2385,1250,cloudSign,0.51173,1250,Person24_3,95,535
2386,1432,pinkCandle,0.30787,310,Person24_3,2568,273
2387,2369,sign,0.39233,982,Person24_3,820,666
2388,484,blueSunglasses,0.39339,1439,Person24_3,14,928
2389,1140,stickerBox,0.39056,834,Person24_3,592,827
2390,1039,cloudSign,0.47948999999999997,1022,Person24_4,2218,1291
2391,646,eyeball,0.37554,1143,Person24_4,2178,1724
2392,1442,partyFavor,0.26981,1694,Person24_4,1882,706
2393,1049,pinkCandle,0.31012,310,Person24_4,2581,464
2394,1119,redWhistle,0.32809,1425,Person24_4,2003,1472
2395,2268,sign,0.32521,1089,Person24_4,457,767
2396,1986,trophy,0.3675,1600,Person24_4,1936,1049
2397,464,blueSunglasses,0.38905,1129,Person24_4,457,938
2398,1140,hairClip,0.6945600000000001,1089,Person24_4,2178,1502
2399,1432,stickerBox,0.33419,982,Person24_4,2245,1341
2400,1976,canadaPencil,0.33875,2662,Person24_8,1385,384
2401,938,cloudSign,0.29871,1224,Person24_8,81,11
2402,2329,sign,0.47525,1654,Person24_8,1344,11
2403,1381,silverStraw,0.4265,3226,Person24_8,820,484
2404,857,eyeball,0.25394,1116,Person24_12,2742,555
2405,1079,pinkCandle,0.31219,417,Person24_12,2527,1079
2406,1865,sign,0.35504,941,Person24_12,1116,1170
2407,373,blueSunglasses,0.30555,1143,Person24_12,1022,1633
2408,1250,cloudSign,0.41015,1116,Person24_7,2460,767
2409,1462,cupcakePaper,0.26907,1331,Person24_7,2352,454
2410,958,pinkCandle,0.28321,350,Person24_7,3119,716
2411,1654,pumpkinNotes,0.34412,1788,Person24_7,2258,353
2412,384,blueSunglasses,0.28994000000000003,1022,Person24_7,2514,1200
2413,1976,canadaPencil,0.33875,2662,Person24_9,1385,384
2414,938,cloudSign,0.29871,1224,Person24_9,81,11
2415,2329,sign,0.47525,1654,Person24_9,1344,11
2416,1381,silverStraw,0.4265,3226,Person24_9,820,484
2417,756,eyeball,0.5118,982,Person24_1,1654,2107
2418,948,pinkCandle,0.34388,336,Person24_1,565,928
2419,1412,pumpkinNotes,0.30638000000000004,1277,Person24_1,1506,1623
2420,293,blueSunglasses,0.33821999999999997,1425,Person24_1,592,1039
2421,1512,birdCall,0.26837,2245,Person24_11,175,1059
2422,716,eyeball,0.31195,874,Person24_11,1694,1271
2423,1301,sign,0.262,1465,Person24_11,14,1734
2424,424,blueSunglasses,0.35955,1210,Person24_11,699,1623
2425,998,hairClip,0.36372,1035,Person24_11,1358,1140
2426,444,lavenderDie,0.5835600000000001,377,Person24_11,1667,1381
2427,2178,yellowBag,0.30831,2285,Person24_11,1761,857
2428,1512,birdCall,0.26837,2245,Person24_10,175,1059
2429,716,eyeball,0.31195,874,Person24_10,1694,1271
2430,1301,sign,0.262,1465,Person24_10,14,1734
2431,424,blueSunglasses,0.35955,1210,Person24_10,699,1623
2432,998,hairClip,0.36372,1035,Person24_10,1358,1140
2433,444,lavenderDie,0.5835600000000001,377,Person24_10,1667,1381
2434,2178,yellowBag,0.30831,2285,Person24_10,1761,857
2435,1152,cloudSign,0.32408000000000003,1020,Person24_14,,
2436,899,eyeball,0.4998,1193,Person24_14,,
2437,1579,metalKey,0.32921,1746,Person24_14,,
2438,1129,pinkCandle,0.26406999999999997,277,Person24_14,,
2439,1648,pumpkinNotes,0.39127,2852,Person24_14,,
2440,1625,redWhistle,0.45948,2281,Person24_14,,
2441,1982,trophy,0.4457,1884,Person24_14,,
2442,1325,hairClip,0.41357,1452,Person24_14,,
2443,1613,stickerBox,0.3103,1383,Person24_14,,
2444,2673,yellowBag,0.4592,3042,Person24_14,,
2445,1049,cloudSign,0.31739,1035,Person24_5,202,11
2446,877,eyeball,0.42595,646,Person24_5,672,323
2447,1341,pinkCandle,0.43885,404,Person24_5,2245,303
2448,1271,redWhistle,0.40657,1385,Person24_5,1734,535
2449,1936,sign,0.40955,511,Person24_5,1922,847
2450,575,blueSunglasses,0.36975,1237,Person24_5,672,454
2451,1079,hairClip,0.30616,1129,Person24_5,444,232
2452,1825,yellowBag,0.37904,1855,Person24_5,2191,928
2453,857,eyeball,0.25394,1116,Person24_13,2742,555
2454,1079,pinkCandle,0.31219,417,Person24_13,2527,1079
2455,1865,sign,0.35504,941,Person24_13,1116,1170
2456,373,blueSunglasses,0.30555,1143,Person24_13,1022,1633
2457,1250,cupcakePaper,0.2563,1224,Person24_6,1304,1200
2458,777,eyeball,0.26800999999999997,1116,Person24_6,2433,1039
2459,968,pinkCandle,0.30785,336,Person24_6,2863,938
2460,2067,pumpkinNotes,0.68424,1882,Person24_6,955,787
2461,605,blueSunglasses,0.31777,1452,Person24_6,2003,1523
2462,1301,cloudSign,0.37506,1358,Person24_2,336,81
2463,1210,eyeball,0.39243,1103,Person24_2,2191,172
2464,988,pinkCandle,0.31016,242,Person24_2,901,263
2465,1865,pumpkinNotes,0.30555,2137,Person24_2,1909,21
2466,1704,birdCall,0.39213000000000003,1452,Person22_7,1143,958
2467,1381,cloudSign,0.41173000000000004,847,Person22_7,1707,263
2468,676,eyeball,0.29741,1089,Person22_7,726,1069
2469,998,pinkCandle,0.3366,417,Person22_7,1371,1331
2470,2148,sign,0.3933,1008,Person22_7,1089,888
2471,424,lavenderDie,0.27196,350,Person22_7,1103,1361
2472,2151,birdCall,0.44298999999999994,1341,Person22_4,958,1089
2473,1398,cloudSign,0.44142,615,Person22_4,1714,1694
2474,1049,eyeball,0.2513,847,Person22_4,1805,1667
2475,1546,metalKey,0.36273,1351,Person22_4,938,807
2476,1684,sign,0.29418,592,Person22_1,3024,11
2477,313,blueSunglasses,0.35965,1076,Person22_1,175,1019
2478,363,lavenderDie,0.30319,431,Person22_1,1922,787
2479,1573,cloudSign,0.30243000000000003,625,Person22_2,1099,189
2480,740,eyeball,0.39193,746,Person22_2,827,68
2481,2635,yellowBag,0.26052,1150,Person22_2,1885,14
2482,2148,birdCall,0.30994,1788,Person22_3,108,313
2483,1150,cloudSign,0.33374000000000004,928,Person22_3,2541,595
2484,615,eyeball,0.30039,1318,Person22_3,2366,464
2485,928,pinkCandle,0.41003,336,Person22_3,1412,101
2486,1744,pumpkinNotes,0.27198,1412,Person22_3,310,736
2487,958,redWhistle,0.50184,1250,Person22_3,1801,1119
2488,1220,sign,0.3062,861,Person22_3,14,1815
2489,1190,hairClip,0.27376,1103,Person22_3,2473,394
2490,424,lavenderDie,0.43206999999999995,511,Person22_3,2742,958
2491,1654,birdCall,0.4811,1452,Person22_5,2594,777
2492,1160,cloudSign,0.33546,874,Person22_5,578,353
2493,696,eyeball,0.46657,699,Person22_5,3240,1059
2494,1129,metalKey,0.37716,1492,Person22_5,2554,837
2495,928,pinkCandle,0.32882,390,Person22_5,525,716
2496,2016,pumpkinNotes,0.27255,1855,Person22_5,2097,595
2497,1492,redWhistle,0.35207,1197,Person22_5,377,414
2498,464,blueSunglasses,0.35623,1022,Person22_5,2796,1371
2499,1230,hairClip,0.37455,1008,Person22_5,242,595
2500,716,stickerBox,0.5513600000000001,552,Person22_5,726,625
2501,968,eyeball,0.29339,807,Person22_8,1200,14
2502,1560,hairClip,0.4162,898,Person22_8,515,1129
2503,2339,birdCall,0.28633000000000003,1301,Person22_6,958,81
2504,1560,pumpkinNotes,0.36175999999999997,1271,Person22_6,787,229
2505,659,blueSunglasses,0.28812,948,Person22_6,938,81
2506,1321,birdCall,0.32366999999999996,1721,Person1_3,726,928
2507,1452,cloudSign,0.28574,1425,Person1_3,14,646
2508,545,eyeball,0.25623,888,Person1_3,847,1785
2509,1684,partyFavor,0.42761000000000005,1721,Person1_3,14,11
2510,1190,pinkCandle,0.42671000000000003,256,Person1_3,1721,807
2511,1402,redWhistle,0.41136999999999996,1533,Person1_3,1076,1331
2512,2531,sign,0.55821,1103,Person1_3,2473,111
2513,414,blueSunglasses,0.26771999999999996,1250,Person1_3,1237,1402
2514,1583,birdCall,0.33860999999999997,1922,Person1_1,1479,11
2515,888,eyeball,0.28139000000000003,955,Person1_1,2554,313
2516,1079,pinkCandle,0.34569,578,Person1_1,1855,1724
2517,2309,pumpkinNotes,0.42683000000000004,1465,Person1_1,14,666
2518,615,blueSunglasses,0.32564,1197,Person1_1,1560,1301
2519,2268,yellowBag,0.38394,1775,Person1_1,14,464
2520,877,pinkCandle,0.34665999999999997,296,Person1_5,2030,756
2521,1210,hairClip,0.28204,1049,Person1_5,1922,605
2522,1613,birdCall,0.44286000000000003,1734,Person1_6,417,1422
2523,837,cloudSign,0.28697,955,Person1_6,498,11
2524,706,eyeball,0.27365,861,Person1_6,2299,1926
2525,827,metalKey,0.39516,1492,Person1_6,14,11
2526,1039,pinkCandle,0.49738000000000004,269,Person1_6,2890,1966
2527,1815,pumpkinNotes,0.49754,2151,Person1_6,202,1220
2528,2591,sign,0.4938,1076,Person1_6,1909,444
2529,1492,cloudSign,0.26761999999999997,1210,Person1_2,1828,414
2530,1019,eyeball,0.28889000000000004,1412,Person1_2,14,908
2531,938,pinkCandle,0.33000999999999997,578,Person1_2,3320,1150
2532,857,redWhistle,0.28935,1291,Person1_2,1775,968
2533,2712,sign,0.42644,1062,Person1_2,2984,242
2534,1744,yellowBag,0.31146,2688,Person1_2,14,11
2535,1049,metalKey,0.30878,1264,Person1_9,1533,877
2536,464,lavenderDie,0.5115,417,Person1_9,1936,1160
2537,1926,yellowBag,0.31167,1949,Person1_9,14,424
2538,1301,birdCall,0.31745999999999996,1143,Person1_11,2904,1371
2539,1654,cupcakePaper,0.32550999999999997,1721,Person1_11,162,11
2540,1906,sign,0.37005,780,Person1_11,619,11
2541,1331,birdCall,0.31486,1654,Person1_10,14,1704
2542,756,eyeball,0.34418000000000004,941,Person1_10,1385,595
2543,1129,pinkCandle,0.47155,484,Person1_10,1654,414
2544,2349,sign,0.26366999999999996,1331,Person1_10,1210,11
2545,474,blueSunglasses,0.25055,1116,Person1_10,1600,938
2546,444,lavenderDie,0.35128000000000004,377,Person1_10,2245,1583
2547,2137,yellowBag,0.34441,2111,Person1_10,1936,11
2548,615,eyeball,0.25584,1358,Person1_7,2043,1109
2549,1986,pumpkinNotes,0.50089,1707,Person1_7,1600,384
2550,1795,sign,0.5333100000000001,820,Person1_7,310,11
2551,1916,silverStraw,0.41412,2043,Person1_7,14,202
2552,1986,yellowBalloon,0.41576,1385,Person1_7,1775,414
2553,1573,hairClip,0.32095,1183,Person1_7,1869,646
2554,1371,birdCall,0.34688,1465,Person1_8,1156,706
2555,1281,cloudSign,0.34394,1183,Person1_8,1560,736
2556,807,eyeball,0.3245,901,Person1_8,1129,1008
2557,1351,metalKey,0.4062,1600,Person1_8,1076,726
2558,484,blueSunglasses,0.33216,1304,Person1_8,1224,1170
2559,817,hairClip,0.36974,1129,Person1_8,2460,11
2560,444,lavenderDie,0.30791,457,Person1_8,3065,91
2561,2067,yellowBag,0.29958,2151,Person1_8,1896,11
2562,1396,cloudSign,0.34820999999999996,998,Person1_4,888,10
2563,634,eyeball,0.26827,746,Person1_4,1029,436
